id,GPT_label,GPT_confidence,GPT_reasoning
jgz45vl,0,Low,The post discusses cannabis distillate and processing concerns but does not explicitly mention pain; anxiety; or sleep; nor how cannabis use affects these conditions.
jizhj3z,0,Low,The post is very brief and does not mention cannabis or any of the three target conditions (pain; anxiety; sleep); making it unlikely to be relevant based on the provided criteria.
jk9wdmr,0,Low,The post discusses delta 8 consumption methods and temperature control but does not mention any of the three target health concerns (pain; anxiety; or sleep) or their symptoms.
jkcly5c,0,Low,The post does not mention cannabis; therapeutic use; or any health concerns related to pain; anxiety; or sleep.
jl54cz2,0,Low,The post discusses laws and safety considerations related to cannabis use but does not explicitly mention or discuss cannabis in relation to pain; anxiety; or sleep concerns.
jlxk9b9,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
jur9kyj,0,Low,The post discusses obtaining a medical cannabis card for digestive issues and nausea but does not explicitly mention cannabis use; effects; or its impact on pain; anxiety; or sleep.
jxgmc27,0,Low,The post discusses effects of shrooms (psilocybin) rather than cannabis and does not mention any relation to pain; anxiety; or sleep.
k1m3vg7,0,Low,The post does not mention cannabis; pain; anxiety; or sleep; nor does it discuss any related effects or symptoms; it is focused on concerns about privacy and mail; which are unrelated to the specified health concerns.
k2qhqzc,1,High,The post discusses vivid dreams and waking up in panic; which relates to sleep symptoms influenced by cannabis use; fitting the relevance criteria.
kvsdtjw,0,Low,The post discusses horror content channels and stories without any mention of cannabis; pain; anxiety; or sleep concerns.
l3eo0zu,0,Low,The post discusses skepticism about scientific understanding and natural products but does not explicitly mention cannabis or its effects related to pain; anxiety; or sleep.
l4cp1wt,0,Low,The post discusses general perceptions and regulatory aspects of cannabis without mentioning any specific health concerns related to pain; anxiety; or sleep.
l5n5igb,0,Low,The post primarily discusses historical and political context regarding cannabis legalization and its social implications; without explicitly addressing cannabis use in relation to pain; anxiety; or sleep.
l63vznc,0,Low,The post mentions cannabis use in the context of napping during a power outage but does not specify any relation to pain; anxiety; or sleep symptoms or discuss therapeutic effects related to these conditions.
l74sm3p,0,Low,The post discusses scams and trust issues related to delivery transactions and does not mention cannabis or any of the three health concerns (pain; anxiety; sleep).
l9l2ral,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
la1236i,0,Low,The post discusses general cannabis use and growing without mentioning any of the three specific health concerns (pain; anxiety; sleep) or related symptoms.
laaiqwf,0,Low,The post describes an adverse reaction to cannabis but does not explicitly discuss its relation to pain; anxiety; or sleep; which are the target health concerns for relevance.
lahayb2,0,Low,The post mentions a stomach ache caused by coconut oil; which is unrelated to cannabis or the three specified health concerns.
lapxwyq,0,Low,The post discusses sleep and relaxation strategies but does not mention cannabis or its effects related to sleep; pain; or anxiety.
lb5w3e6,0,Low,The post discusses cannabis use after a workout and mentions fatigue and soreness but does not explicitly connect cannabis to pain; anxiety; or sleep concerns.
lbb8o1t,0,Low,The post discusses anxiety related to neighbors and soundproofing without mentioning cannabis or its effects on anxiety; pain; or sleep.
lbcvhr4,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
lbg0ioo,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
lbii6vg,0,Low,The post discusses various cannabis products and dosages but does not explicitly mention any health concern related to pain; anxiety; or sleep; nor does it describe therapeutic effects or symptom management.
lbm9955,0,Low,The post discusses alcohol and beer sales and potential regulatory changes; with no mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lbmt5tc,0,Low,The post discusses weather and humidity without any mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lbusbe5,0,Low,The post mentions a music artist and song title without any discussion of cannabis or related health concerns.
lbxtyhr,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
lbxvqfk,0,Low,The post mentions getting high and reacting negatively; but it does not specify if the effects are related to pain; anxiety; or sleep concerns.
lby2qd4,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep; making it not relevant based on the provided criteria.
lbzbvbw,0,Low,The post discusses allergic responses to cannabis and strain preferences but does not clearly mention or relate cannabis use to pain; anxiety; or sleep concerns.
lcieuve,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
ldp9i9k,0,Low,The post discusses political views on cannabis legalization without mentioning its use for pain; anxiety; or sleep concerns.
ldqy1sg,0,Low,The post discusses illicit drug activity and concerns about drug safety in Thailand but does not explicitly mention cannabis or its relation to pain; anxiety; or sleep conditions.
le1pfvi,0,Low,The post discusses focusing on activities after smoking but does not explicitly mention cannabis's effects on paranoia; anxiety; or sleep; nor does it clearly relate to those health concerns.
le6hawd,0,Low,The post does not mention any health concerns related to pain; anxiety; or sleep; nor does it discuss cannabis effects on these conditions.
lhu8768,0,Low,The post mentions cannabis use and health effects but does not specify any relation to pain; anxiety; or sleep concerns.
li5hen5,0,Low,The post discusses cannabis dosage and effects but does not mention any of the three target health concerns (pain; anxiety; or sleep) or how cannabis impacts these conditions.
libs3iv,0,Low,The post mentions anxiety and motivation issues but does not explicitly discuss cannabis or its effects related to pain; anxiety; or sleep.
lilcxn0,0,Low,The post discusses self-care and personal growth without any mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lipiia8,0,Medium,The post discusses energy and fatigue but does not mention cannabis or its effects related to pain; anxiety; or sleep.
lir9twv,0,Low,The post discusses exercise and physical activity as a way to manage anxiety and sleep; but it does not explicitly mention cannabis or its effects related to pain; anxiety; or sleep.
lirwu0g,0,Low,The post discusses anxiety related to studying for exams and cannabis use as a coping mechanism; but it does not explicitly mention cannabis affecting symptoms of anxiety; pain; or sleep; nor does it discuss therapeutic cannabis use for these conditions.
lit25v4,1,Medium,The post explicitly mentions vivid dreams; which are a sleep-related symptom; and the question implies a connection to cannabis use; fitting the relevance criteria.
litevq0,1,High,The post discusses cannabis use and its effects on anxiety and breathing; which are relevant to the specified health concerns.
liww95m,1,Medium,"The post mentions relapse dream;"" which relates to sleep and possibly anxiety or stress; fitting the criteria for relevance due to the mention of dreams and emotional relief associated with them."""
liyovcf,1,Medium,The post discusses cannabis use as a coping strategy related to mental health and isolation; which can be associated with anxiety or stress; but it does not explicitly mention pain; anxiety; or sleep symptoms.
lj2r6cc,0,Low,The post discusses general mental states and motivation without explicitly mentioning cannabis; pain; anxiety; or sleep concerns related to therapeutic cannabis use.
lj8mpl3,0,Low,The post discusses withdrawal symptoms and general health tips but does not explicitly mention or relate cannabis use to pain; anxiety; or sleep concerns.
lj8o60v,0,Low,The post discusses exercise as a sleep aid but does not mention cannabis or its effects on sleep; anxiety; or pain.
lj9mtcb,0,Low,The post does not mention cannabis; health concerns; or any related symptoms; making it unrelated to the specified conditions.
lja6nfm,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
ljb8aun,0,Low,The post discusses a method of cannabis consumption and physical discomfort but does not mention any of the three targeted health concerns (pain; anxiety; or sleep) or their symptoms.
ljfxu9v,0,Low,The post discusses cannabis withdrawal and self-improvement strategies but does not explicitly mention cannabis's effects on pain; anxiety; or sleep; nor does it directly relate to therapeutic cannabis use for these conditions.
ljhy4l6,0,Medium,The post discusses THC withdrawal and receptor healing but does not explicitly mention pain; anxiety; or sleep concerns related to cannabis use.
ljifylp,0,High,The post discusses talking to a healthcare professional about withdrawal and support; but does not mention cannabis; pain; anxiety; or sleep.
ljnl9xu,0,Low,The post discusses coping strategies and mental health management but does not mention cannabis or its effects related to pain; anxiety; or sleep.
ljnsg00,0,Low,The post discusses cannabis withdrawal and cessation strategies but does not explicitly mention or focus on cannabis's effects on pain; anxiety; or sleep; which are the specified health concerns.
ljp8bhe,0,Low,The post offers general advice on managing cannabis withdrawal or quitting without explicitly discussing cannabis's effects on pain; anxiety; or sleep.
ljsi0jw,0,Low,The post discusses quitting or abstaining from cannabis and its effects on sobriety and life; but it does not explicitly mention cannabis use in relation to pain; anxiety; or sleep.
ljuyarc,0,Low,The post discusses the endocannabinoid system in a general physiological context without explicitly mentioning cannabis use or its effects on pain; anxiety; or sleep.
ljwnt68,0,Low,The post does not mention cannabis or any related substances in relation to pain; anxiety; or sleep; nor does it discuss their effects on these conditions.
ljy9k6x,0,Medium,The post discusses relapse and coping strategies related to anxiety and ADHD but does not explicitly mention or discuss cannabis use; effects; or symptoms related to pain; anxiety; or sleep.
ljzi8bd,0,Low,The post is a generic thank-you message with no mention of cannabis; health concerns; or related effects; thus it does not meet the relevance criteria.
lk0i1rm,0,Medium,The post discusses cannabis use and a realization about its medicinal efficacy but does not explicitly mention pain; anxiety; or sleep concerns related to cannabis; making it not clearly relevant per the given criteria.
lk84shl,0,Low,The post discusses qigong exercises for chronic pain but does not mention cannabis; its effects; or any relation to anxiety or sleep.
lka4psv,0,Low,The post discusses sleep and nightmares but does not mention cannabis or its effects related to sleep; pain; or anxiety; thus it does not meet the relevance criteria.
lkdhj3f,0,Low,The post discusses eye drops and a humorous comment about eyes looking clear; with no mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lkepa45,0,Low,The post discusses community support for a health condition but does not mention cannabis; its effects; or related symptoms; thus it does not meet the relevance criteria.
lkeqp8j,0,Medium,The post discusses withdrawal from THC and emotional struggles but does not mention cannabis use in relation to pain; anxiety; or sleep; which are the specific conditions of interest.
lkett0g,1,Medium,The post discusses cannabis dosage and timing in relation to daily use; which may imply effects on sleep or anxiety; but it does not explicitly mention any of the three specific health concerns or their symptoms.
lktt8fm,0,Medium,The post discusses withdrawal but focuses on sugar and caffeine rather than cannabis-related symptoms or effects related to pain; anxiety; or sleep.
lln4pdl,0,Low,The post discusses numbness potentially caused by nerve pressure or injury; with no mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lm69enb,0,Low,The post discusses workouts and soreness but does not mention cannabis or its effects related to pain; anxiety; or sleep.
lmfg2md,0,Low,The post discusses exercise and caffeine as alternatives to cannabis for symptom relief and does not explicitly mention cannabis; its effects; or related health concerns (pain; anxiety; sleep).
lnjlrzl,0,Low,The post discusses cannabis use and moderation strategies but does not explicitly mention or relate to pain; anxiety; or sleep concerns.
lnur6ck,0,Low,The post discusses quitting cannabis and vaping but does not mention any impact on pain; anxiety; or sleep; nor does it discuss therapeutic effects related to these conditions.
logumlq,0,Low,The post discusses SSRIs; CBD; and kidney health but does not explicitly mention cannabis use for pain; anxiety; or sleep; nor does it clearly relate cannabis to these conditions.
lort32u,0,Low,The post discusses personal reflections and rules about cannabis use without explicitly mentioning its effects or relation to pain; anxiety; or sleep.
lox7reo,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep; nor does it discuss therapeutic use or effects.
lptwnpo,0,Low,The post discusses vaccine side effects and general exhaustion without mentioning cannabis or its relation to pain; anxiety; or sleep.
lpxxzqm,0,Low,The post does not explicitly mention cannabis or its effects related to pain; anxiety; or sleep; nor does it discuss therapeutic use or symptoms induced by cannabis.
lqqg34q,0,Low,The post does not mention cannabis or any related substances; nor does it discuss any of the three target health concerns.
lqqu92d,1,High,The post discusses cannabis withdrawal and the feeling of being overwhelmed by weed; which relates directly to symptoms of withdrawal affecting anxiety or overall mental state.
lrayt23,0,Low,The post discusses a book and writing style without any mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lrdae7t,0,Medium,The post discusses melatonin as a sleep aid but does not mention cannabis or its effects related to sleep; pain; or anxiety.
lrg5mnw,0,Low,The post discusses sleep aids (melatonin; magnesium) and compares their effectiveness to opioid withdrawal remedies; but it does not explicitly mention cannabis or its effects on sleep; pain; or anxiety.
lrvkawp,0,Low,The post discusses sunflower seeds as a snack and activity; with no mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lrx0b8e,0,High,The post describes an accidental overdose of a substance and a psychedelic experience; with no mention of cannabis or any discussion related to pain; anxiety; or sleep concerns.
ls3u27h,0,Low,The post discusses dental pain management and dietary advice without mentioning cannabis or any related health concerns (pain; anxiety; or sleep).
ls5ynho,0,Low,The post discusses emotional recovery and support after abuse without any mention of cannabis; pain; anxiety; or sleep related to therapeutic cannabis use.
ls6ykde,0,Low,The post does not mention cannabis; its effects; or any health conditions related to pain; anxiety; or sleep.
lsk1uz9,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
lsv8ajo,0,Low,The post discusses conflict over plants and government enforcement but does not explicitly mention cannabis or its relation to pain; anxiety; or sleep.
lt06obo,0,Medium,The post discusses considering Wellbutrin and stimulants for energy but does not mention cannabis or its effects on pain; anxiety; or sleep.
ltcqdhr,0,Low,The post discusses melatonin supplements and serotonin; with no mention of cannabis or its effects on pain; anxiety; or sleep.
ltdpkc9,0,Medium,The post discusses a change in attitude towards cannabis and anxiety related to being offered weed; but it does not explicitly mention any health concerns related to pain; anxiety; or sleep; nor does it describe cannabis use for therapeutic purposes.
ltdw5u0,0,Low,The post discusses sleep aids and supplement industry issues but does not explicitly mention or relate to cannabis; pain; anxiety; or sleep concerns directly.
lteno0k,0,Low,The post discusses sleep aids and melatonin but does not explicitly mention cannabis or its relation to pain; anxiety; or sleep; which are the target conditions for relevance.
lu0eg1g,0,Low,The post describes a past experience involving altered perception and a panic episode but does not explicitly mention cannabis; its effects; or any relation to the target health concerns (pain; anxiety; sleep).
lu1hnc9,0,Low,The post discusses law enforcement and historical prohibition of cannabis without explicitly mentioning or discussing cannabis use related to pain; anxiety; or sleep.
lu90i9s,0,Low,The post discusses general cannabis usage tips and effects without mentioning any of the target health concerns (pain; anxiety; or sleep) or their related symptoms.
lu9l9rn,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep; it appears to be a casual or unrelated comment about napping.
lujaerq,0,Low,The post discusses curiosity about space and ocean exploration with no mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lvp7hpk,0,Low,The post discusses political election results and societal issues without mentioning cannabis or any of the three targeted health concerns.
lvskn16,0,Low,The post discusses vaping equipment and techniques without mentioning cannabis or any of the three specified health concerns (pain; anxiety; sleep).
lvt58bz,0,Low,The post discusses emotional distress and physical symptoms but does not mention cannabis; pain; anxiety; or sleep in relation to therapeutic use or symptoms.
lvya0bh,0,Low,The post discusses political and emotional support topics without any mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lw1j63i,0,Low,The post discusses plant care and heat stress without mentioning cannabis or any related health concerns.
lw7cfg7,0,Low,The post discusses pest control and plant washing techniques without mentioning cannabis's effects on pain; anxiety; or sleep.
lw91hd7,0,Low,The post discusses plant cultivation and root rot diagnosis without mentioning cannabis in relation to pain; anxiety; or sleep concerns.
lwbh2dn,0,Medium,The post discusses Xanax and weed in the context of withdrawal and mood effects but does not clearly mention cannabis's impact on pain; anxiety; or sleep; which are the target conditions.
lwe067b,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep; thus it is not relevant based on the provided criteria.
lwii89b,0,Low,The post mentions using cannabis at bedtime but does not specify any discussion of pain; anxiety; or sleep symptoms; nor how cannabis affects these conditions.
lwms06n,0,Low,The post discusses plant growth and training without any mention of cannabis or related health concerns such as pain; anxiety; or sleep.
lwsaggm,0,Low,The post discusses political issues related to cannabis legislation but does not mention any specific health concerns such as pain; anxiety; or sleep related to cannabis use.
lwwojh5,0,Low,The post discusses plant watering and cultivation; which is unrelated to discussions of cannabis use for pain; anxiety; or sleep.
lx0n5s4,0,Low,The post discusses blood pressure and general health concerns without mentioning cannabis or its relation to pain; anxiety; or sleep.
lx2upg9,0,Low,The post discusses cannabis consumption methods without mentioning any health concerns related to pain; anxiety; or sleep.
lx3v8f2,0,Low,The post mentions pain but does not specify any relation to cannabis use or its effects on pain; anxiety; or sleep.
lx3zcqq,0,Low,The post discusses plant cultivation techniques and does not mention cannabis in relation to pain; anxiety; or sleep concerns.
lx4l1mv,0,High,The post discusses menstrual bleeding; pain management with pain meds; and personal experiences related to menstrual health; which are unrelated to the target conditions of pain; anxiety; or sleep in the context of therapeutic cannabis use.
lx58k45,0,Low,The post does not mention cannabis or any related effects in relation to pain; anxiety; or sleep; nor does it discuss therapeutic use of cannabis.
lx74brn,0,Low,The post discusses melatonin and sleep but does not mention cannabis or its effects on sleep; pain; or anxiety.
lxai921,0,Low,The post discusses different vaporizer devices and their features without mentioning cannabis; health concerns; or related symptoms such as pain; anxiety; or sleep.
lxejipa,0,Low,The post discusses different vaping devices and experiences with cannabis consumption but does not mention any health concerns; symptoms; or therapeutic effects related to pain; anxiety; or sleep.
lxhgkxh,0,Low,The post does not mention cannabis; health concerns; or related symptoms; making it off-topic based on the provided relevance criteria.
lxl1rup,0,Low,The post discusses cannabis cultivation practices without mentioning any health concerns related to pain; anxiety; or sleep.
qm6bjr,0,Low,The post discusses concerns about mold on cannabis due to rain and mud; but it does not mention any health symptoms; conditions; or therapeutic effects related to pain; anxiety; or sleep.
wghfxm,0,Low,The post discusses a theory about motivation and personality; with no explicit mention of cannabis's effects on pain; anxiety; or sleep; nor any clear discussion of cannabis use related to these conditions.
10v16jt,1,High,The post discusses an adverse experience with edibles; including symptoms like feeling funny; lightheaded; sweating; and shaky; which are related to cannabis effects on the body and could be associated with anxiety or discomfort; fitting the relevance criteria.
12vbs8f,1,Medium,The post discusses cannabis (D8 edibles) in relation to sleep and effects (relaxation; anxiety; racing thoughts); which aligns with the relevance criteria for sleep and anxiety concerns.
18boxdp,1,High,The post discusses cannabis use in relation to anxiety and pain; including the effects of quitting on these conditions; which aligns with the relevance criteria.
1e7n8re,1,High,The post discusses cannabis use in relation to increased heart rate and anxiety symptoms; which are directly related to the target conditions of pain; anxiety; or sleep.
1ebev4q,1,High,The post describes adverse psychological and physical effects (anxiety; disassociation; muscle tension; racing heart) following THC-A use; which are related to anxiety and sleep disturbances; fitting the relevance criteria.
1ekeexu,1,High,The post explicitly discusses CBD use for physical anxiety symptoms; which aligns with the relevance criteria related to anxiety.
1el9p90,0,Low,The post primarily discusses anxiety; physical discomfort; and health concerns related to throat and chest symptoms after cannabis use; but it does not clearly mention or focus on cannabis's effects on pain; anxiety; or sleep conditions; nor does it explicitly discuss cannabis helping or worsening these symptoms in a way that aligns with the relevance criteria.
1emhfwo,1,High,The post clearly discusses using marijuana as a substitute for prescription medication specifically for anxiety-related insomnia; which directly relates to the target conditions of anxiety and sleep; fulfilling the relevance criteria.
1essm8c,1,High,The post discusses cannabis withdrawal; vivid dreams; and sleep disturbances related to stopping cannabis use; which are directly relevant to sleep and withdrawal effects.
1ex2hca,0,Low,The post discusses quitting RSO use and tapering strategies without explicitly mentioning or discussing the effects of cannabis on pain; anxiety; or sleep.
1exiuze,0,Low,The post primarily discusses general mental health struggles; mood swings; and emotional distress without clear mention of cannabis use or its effects related to pain; anxiety; or sleep.
1exkw4q,1,High,The post clearly discusses cannabis use in relation to anxiety symptoms; including panic; stress; and sleep disturbance; which aligns with the relevance criteria.
1eyjax0,1,Medium,The post discusses sleep issues related to cannabis withdrawal and mentions that cannabis helped with sleep despite the user's PTSD and hyper-vigilance; aligning with the relevance criteria.
1f2hvbr,0,Low,The post primarily discusses negative and frightening experiences with cannabis; including passing out and feeling like dying; without mentioning any therapeutic use or effects related to pain; anxiety; or sleep.
1f3uym0,1,High,The post discusses withdrawal symptoms from cannabis (craving; sweating; aches; migraines; sensory issues) and mentions cannabis helping with sensory issues caused by autism; which relates to the target conditions of pain; anxiety; or sleep.
1f52fxy,1,High,The post discusses CBD use in relation to THC withdrawal; sleep; and anxiety; which aligns with the relevance criteria.
1f5tedn,1,High,The post clearly discusses CBD use in relation to sleep and mentions sleep disruption; which aligns with the relevance criteria for sleep-related discussions involving cannabis.
1f7st2i,1,High,The post clearly discusses the use of Delta 8; a cannabis derivative; for sleep; which is directly related to the target conditions of sleep; making it relevant.
1fdeeq0,1,High,The post discusses fatigue related to cannabis withdrawal and the alleviation of that fatigue through cannabis use; which directly relates to sleep and fatigue concerns.
1feo5s9,0,Low,The post discusses cannabis withdrawal and quitting after long-term use but does not mention any specific health concerns related to pain; anxiety; or sleep; nor does it describe cannabis use affecting these conditions.
1fnb8yw,1,High,The post discusses the use of CBD; CBN; and other cannabis derivatives in relation to anxiety and sleep; including reactions to THC and seeking THC-free options; which aligns with the relevance criteria.
1ftujp7,1,High,The post discusses headaches and migraines in relation to cannabis use; specifically mentioning CBG and CBN; which are relevant to pain and sleep concerns.
1g6nhm7,1,High,The post discusses cannabis use; withdrawal; and its impact on nightmares; which are sleep-related concerns directly related to the target conditions.
hj2erus,1,High,The post explicitly discusses cannabis use in relation to PTSD and pain; which are among the targeted health concerns; and mentions effects and usage.
hn3l38h,0,Low,The post discusses cannabis's effect on subconscious issues and anxiety but does not explicitly mention or relate to pain; sleep; or specific therapeutic use for these conditions.
i3soprz,1,High,The post discusses cannabis use in relation to physiological effects such as racing heart and chest pain; which are symptoms related to anxiety and physical responses; and mentions strain effects on these symptoms; aligning with the relevance criteria.
i4rxn1o,1,High,The post discusses cannabis use in relation to anxiety management and sleep; mentioning specific ratios and effects that are directly relevant to the defined health concerns.
il985h1,1,Medium,The post mentions using CBD/THC for conditions including depression and migraines; which are related to pain; anxiety; or sleep; but it does not specify how cannabis affects these conditions or discuss therapeutic effects directly.
iphkuu2,1,High,The post discusses cannabis use in relation to emotional regulation; dependence; and mental health; which are relevant to anxiety and overall mental health concerns.
ipisvub,1,High,The post discusses cannabis use in relation to anxiety; noting its effects on anxiety levels; sleep; and the user's overall mental state; which aligns with the relevance criteria.
jc9b5qg,1,High,The post clearly discusses THC oil use for sleep improvement related to nightmares and sleep disturbances; which aligns with the relevance criteria for sleep.
jd0y8vv,1,High,The post discusses various methods of cannabis use; effects; and strains in relation to sleep; anxiety; and general effects; aligning with the relevance criteria.
jiptbk6,1,High,The post clearly discusses using medical cannabis (MMJ) to manage a health condition (Tourettes); which relates to the target concerns of pain and possibly associated symptoms.
jo8xjiz,1,High,The post discusses THC withdrawal symptoms; including anxiety; nausea; nightmares; and changes in sleep; which are directly related to the target conditions of anxiety and sleep; and mentions cannabis use and effects.
k3wnngj,1,High,The post clearly discusses cannabis use in relation to improving focus and brain energy; which are related to a neurological condition; and mentions cannabis helping with symptoms (dyspraxia-related executive dysfunction); fitting the relevance criteria.
k6w5i6v,1,High,The post discusses cannabis in relation to a health concern (Cannabis Hyperemesis Syndrome) and mentions effects and considerations related to cannabis use; which aligns with the relevance criteria focused on pain; anxiety; or sleep.
k7k11ow,1,High,The post discusses cannabis use in relation to anxiety symptoms; mentioning anxiety as a potential adverse effect and advising on managing anxiety during cannabis consumption.
k8txnqy,1,High,The post discusses cannabis strains and usage in relation to sleep; anxiety; and mood regulation; which aligns with the relevance criteria.
k9il39r,0,Low,The post discusses different cannabis strains and terpene profiles affecting mood and anxiety but does not explicitly mention therapeutic use for pain; sleep; or specific health concerns related to these conditions.
kbhkfaa,1,High,The post discusses cannabis use and its effects related to heightened anxiety; which aligns with the relevance criteria for anxiety.
kgzkagv,1,High,The post discusses cannabis use and its effect on anger; which relates to the target conditions of anxiety and possibly mood regulation; fitting the relevance criteria.
ki38yr8,1,High,The post discusses cannabis use for managing migraine; muscle pain; racing thoughts; and mood; which are related to the target conditions of pain and anxiety.
kx9zplk,1,High,The post discusses using hemp with high CBD and low THC to alleviate withdrawal symptoms such as insomnia; stress; anxiety; and mood; which directly relates to the target conditions of sleep; anxiety; and withdrawal management.
l2vhrgo,1,High,The post discusses cannabis use (edibles; FSHO; RSO) in relation to tolerance and effects; implying a connection to managing or experiencing symptoms related to pain; anxiety; or sleep; which aligns with the relevance criteria.
l7pbgz1,1,High,The post discusses cannabis (edibles) in relation to sleep; mentioning its impact on sleep duration and dreams; which aligns with the relevance criteria.
la969x6,1,High,The post clearly discusses cannabis use in relation to migraines; a pain condition; and mentions effects of THC; which aligns with the relevance criteria.
laasdte,1,High,The post discusses cannabis use in relation to sleep issues and anxiety; highlighting how smoking worsened sleep and caused paranoia and anxiety; fitting the relevance criteria.
lbbef6x,1,High,The post clearly discusses cannabis use in relation to sleep and mentions a reduction in nightmares; which aligns with the relevance criteria for sleep.
lbgdmtc,1,High,The post discusses cannabis use (dabs and flower) in relation to stomach pain; which is a health concern; indicating relevance to the target conditions.
lc1gdmy,1,High,The post discusses the therapeutic use of cannabis; specifically mentioning relief from neurological conditions and migraines; which aligns with the relevance criteria related to pain and neurological effects.
ldcjl7u,0,High,The post discusses general effects of cannabis strains on relaxation; energy; and mood; but does not specifically mention or relate to pain; anxiety; or sleep concerns.
lezs5mi,1,High,The post discusses cannabis effects related to anxiety and mentions how certain products can cause paranoia and anxiety; fitting the relevance criteria.
lfd82vu,1,High,The post discusses different cannabis strains; dosages; effects; and individual responses in relation to managing symptoms; which aligns with the relevance criteria for pain; anxiety; or sleep.
lgof0jr,1,High,The post discusses CBD in relation to anxiety management and its combination with SSRIs; directly addressing anxiety symptoms and therapeutic cannabis use.
lgq1858,1,High,The post discusses cannabis use in relation to vomiting; which is a symptom associated with nausea and potentially pain; and mentions the impact of cannabis on these symptoms; fitting the relevance criteria.
lhv7gjw,1,High,The post discusses reducing dabs and cannabis use; mentions withdrawal effects like brain fog and changes in dreams; and reflects on the impact of cannabis on anxiety and mental state; aligning with the relevance criteria for sleep; anxiety; and cannabis effects.
li6ito0,1,High,The post clearly discusses cannabis use in relation to depression; insomnia; and anxiety; which are the three targeted health concerns.
liql8lp,1,High,The post discusses quitting cannabis; compares it to alcohol; and describes positive changes in mental health; focus; and physical health after cessation; all of which relate to the target conditions of pain; anxiety; or sleep.
lj2s7z1,1,High,The post discusses cannabis in relation to anxiety; mentioning that weed can enhance anxiety and the user's experience with anxiety symptoms; which aligns with the relevance criteria.
lj6nwds,0,Medium,The post discusses anxiety and sleep issues related to cannabis use; but it primarily focuses on withdrawal effects and does not explicitly mention cannabis helping or worsening these symptoms; which is necessary for relevance.
lja6u4r,1,High,The post discusses cannabis withdrawal symptoms such as insomnia; mood swings; and cravings; which are directly related to the target conditions of pain; anxiety; or sleep; indicating relevance.
ljoiklc,1,Medium,The post discusses CBD in relation to anxiety; which is one of the targeted health concerns; even though it also mentions propranolol.
ljxaos2,1,High,The post clearly discusses cannabis use for pain relief and mental health benefits in a medical context; aligning with the relevance criteria for pain and mental health concerns.
lk2szwt,1,High,The post discusses the use of RSO and edibles containing THC and CBD in relation to pain; stress; and gut inflammation; which are relevant to the target conditions of pain and anxiety.
lkdw9og,1,High,The post discusses cannabis use in relation to sleep and trauma-related anxiety; which aligns with the relevance criteria for sleep and anxiety concerns.
llkaue9,1,High,The post explicitly mentions CBD oil in relation to anxiety; insomnia; and pain; which are among the targeted health concerns; indicating relevance.
lm23dlz,1,High,The post explicitly discusses cannabis helping with stress and sleep; which are related to anxiety and sleep concerns; fitting the relevance criteria.
lmgk3wi,1,High,The post explicitly mentions CBD use for anxiety; pain; and insomnia; which are among the targeted health concerns; indicating relevance.
lmzzpf2,1,High,The post explicitly discusses cannabis (full spectrum) in relation to anxiety and physical pain relief; which aligns with the relevance criteria.
lqb5j6z,1,Medium,The post discusses cannabis use in relation to anxiety and paranoia; which are relevant to the target conditions; although it is somewhat vague.
lr0ik6k,1,High,The post explicitly discusses CBD oil use in relation to anxiety; pain; inflammation; and insomnia; which are the three targeted health concerns.
lrfhv25,1,High,The post discusses using weed in relation to anxiety and sleep; including managing anxiety symptoms and sleep routines; which aligns with the relevance criteria.
lrz4m5v,1,High,The post discusses cannabis (CBG and full spectrum) in relation to inflammation and pain management; which are relevant to the health concerns of pain; fitting the relevance criteria.
ltpcf3r,1,High,The post clearly discusses using cannabis to manage pain; which aligns with the relevance criteria.
luwa4vm,1,High,The post discusses cannabis edibles in relation to managing depression; anxiety; and pain; which aligns with the relevance criteria.
lvg135z,1,Medium,The post discusses cannabis (delta) in relation to panic attacks; which are an anxiety symptom; fitting the relevance criteria.
lvl9l4m,1,High,The post clearly discusses cannabis use in relation to sleep and pain management; fitting the relevance criteria.
